Datetime,CO(GT),NMHC(GT),C6H6(GT),NOx(GT),NO2(GT),PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
2004-04-01 04:00:00,0.7,44.0,2.4,57.0,49.0,909.0,615.0,1237.0,1322.0,790.0,10.2,66.6,0.8
2004-04-01 05:00:00,0.9,45.0,2.9,64.0,50.0,996.0,648.0,1176.0,1340.0,852.0,11.0,63.7,0.8
2004-04-01 06:00:00,1.7,134.0,7.4,153.0,67.0,1154.0,876.0,1002.0,1561.0,987.0,9.6,68.8,0.8
2004-04-01 07:00:00,4.2,505.0,19.8,342.0,94.0,1510.0,1291.0,675.0,1949.0,1435.0,9.5,69.6,0.8
2004-04-01 08:00:00,5.6,642.0,28.4,378.0,119.0,1672.0,1595.0,539.0,2344.5,1798.0,11.9,60.9,0.8
2004-04-01 09:00:00,4.6,642.0,21.0,304.0,139.0,1512.0,1323.0,631.0,2001.0,1677.0,16.2,48.6,0.9
2004-04-01 10:00:00,2.8,375.0,11.7,192.0,113.0,1258.0,1040.0,800.0,1701.0,1282.0,19.2,39.6,0.9
2004-04-01 11:00:00,1.6,124.0,6.8,130.0,88.0,1094.0,850.0,970.0,1489.0,871.0,19.7,38.4,0.9
2004-04-01 12:00:00,1.7,137.0,7.4,106.0,73.0,1129.0,875.0,974.0,1524.0,759.0,20.6,36.7,0.9
2004-04-01 13:00:00,1.7,179.0,8.6,102.0,73.0,1125.0,924.0,937.0,1542.0,790.0,21.8,33.9,0.9
2004-04-01 14:00:00,1.7,222.0,10.5,99.0,72.0,1170.8,991.2,901.0,1454.8,889.2,22.2,32.3,0.9
2004-04-01 15:00:00,1.9,197.0,12.5,108.0,81.0,1216.5,1058.5,865.0,1367.5,988.5,22.7,30.7,0.8
2004-04-01 16:00:00,2.3,319.0,14.4,131.0,93.0,1262.2,1125.8,829.0,1280.2,1087.8,23.2,29.1,0.8
2004-04-01 17:00:00,3.3,388.0,16.4,163.0,106.0,1308.0,1193.0,793.0,1193.0,1187.0,23.6,27.5,0.8
2004-04-01 18:00:00,4.2,589.0,21.2,211.0,132.0,1529.0,1331.0,700.0,2028.0,1399.0,22.8,32.1,0.9
2004-04-01 19:00:00,5.5,642.0,25.0,267.0,164.0,1592.0,1429.0,624.0,2089.0,1644.0,20.8,36.7,0.9
2004-04-01 20:00:00,4.9,642.0,20.2,269.0,161.0,1536.0,1302.0,666.0,1922.0,1599.0,18.3,40.9,0.8
2004-04-01 21:00:00,2.5,254.0,10.8,154.0,124.0,1192.0,1007.0,827.0,1604.0,1223.0,16.8,44.0,0.8
2004-04-01 22:00:00,2.0,188.0,9.9,127.0,113.0,1186.0,976.0,844.0,1570.0,1200.0,15.8,48.0,0.9
2004-04-01 23:00:00,2.0,120.0,8.5,122.0,103.0,1203.0,920.0,898.0,1529.0,1118.0,14.9,52.0,0.9
2004-04-02 00:00:00,2.0,157.0,8.0,126.0,104.0,1139.0,899.0,921.0,1514.0,1067.0,14.1,54.4,0.9
2004-04-02 01:00:00,1.3,88.0,5.6,84.0,93.0,1072.0,795.0,986.0,1442.0,1048.0,13.3,58.8,0.9
2004-04-02 02:00:00,1.0,68.0,3.2,58.0,60.0,954.0,667.0,1180.0,1350.0,718.0,13.3,60.9,0.9
2004-04-02 03:00:00,0.9,57.0,3.3,47.5,56.0,951.0,673.0,1137.0,1381.0,797.0,11.8,64.3,0.9
2004-04-02 04:00:00,0.8,36.0,2.8,37.0,52.0,926.0,638.0,1195.0,1342.0,749.0,11.2,65.9,0.9
2004-04-02 05:00:00,0.7,51.0,2.6,56.0,66.0,968.0,628.0,1197.0,1372.0,737.0,11.3,72.9,1.0
2004-04-02 06:00:00,1.1,93.0,4.3,91.0,82.0,1067.0,727.0,1055.0,1448.0,903.0,11.4,71.8,1.0
2004-04-02 07:00:00,2.6,284.0,13.0,159.0,109.0,1386.0,1083.0,798.0,1833.0,1159.0,11.9,73.7,1.0
2004-04-02 08:00:00,3.9,486.0,20.3,190.0,114.0,1474.0,1306.0,634.0,2060.0,1365.0,12.6,70.2,1.0
2004-04-02 09:00:00,5.0,642.0,20.7,249.0,139.0,1569.0,1316.0,634.0,2054.0,1510.0,13.6,65.3,1.0
2004-04-02 10:00:00,3.3,524.0,15.9,196.0,127.0,1375.0,1177.0,706.0,1898.0,1386.0,16.9,52.3,1.0
2004-04-02 11:00:00,2.9,468.0,14.2,180.0,127.0,1328.0,1123.0,738.0,1821.0,1368.0,19.4,44.1,1.0
2004-04-02 12:00:00,3.1,454.0,15.9,167.0,135.0,1341.0,1176.0,748.0,1825.0,1347.0,22.9,33.8,0.9
2004-04-02 13:00:00,3.0,461.0,16.1,159.0,130.0,1297.0,1183.0,765.0,1773.0,1242.0,23.6,31.3,0.9
2004-04-02 14:00:00,2.7,391.0,14.7,152.0,126.0,1303.0,1139.0,790.0,1761.0,1138.0,24.7,30.5,0.9
2004-04-02 15:00:00,2.7,337.0,14.0,149.0,121.0,1281.0,1116.0,809.0,1703.0,1080.0,26.1,27.3,0.9
2004-04-02 16:00:00,2.6,297.0,13.6,143.0,122.0,1248.0,1103.0,872.0,1632.0,1002.0,27.6,22.8,0.8
2004-04-02 17:00:00,3.7,588.0,19.7,185.0,138.0,1382.0,1288.0,778.0,1799.0,1212.0,26.9,22.3,0.8
2004-04-02 18:00:00,4.5,642.0,23.3,223.0,165.0,1491.0,1385.0,685.0,1915.0,1486.0,24.3,30.1,0.9
2004-04-02 19:00:00,4.7,642.0,24.1,215.0,154.0,1620.0,1407.0,641.0,2052.0,1567.0,21.2,40.1,1.0
2004-04-02 20:00:00,5.5,642.0,25.4,271.0,168.0,1672.0,1439.0,618.0,2083.0,1723.0,19.4,42.5,0.9
2004-04-02 21:00:00,3.0,415.0,14.1,180.0,146.0,1374.0,1121.0,771.0,1685.0,1399.0,18.5,43.0,0.9
2004-04-02 22:00:00,1.9,245.0,10.1,115.0,124.0,1287.0,982.0,841.0,1582.0,1291.0,17.8,47.0,0.9
2004-04-02 23:00:00,2.3,294.0,12.1,149.0,124.0,1408.0,1052.0,761.0,1684.0,1443.0,16.8,53.2,1.0
2004-04-03 00:00:00,1.6,139.0,9.0,98.0,106.0,1254.0,941.0,828.0,1566.0,1270.0,17.1,51.8,1.0
2004-04-03 01:00:00,1.3,98.0,6.3,73.0,88.0,1141.0,827.0,936.0,1488.0,1110.0,16.2,54.2,1.0
2004-04-03 02:00:00,1.2,88.0,5.3,69.0,83.0,1141.0,777.0,986.0,1455.0,1060.0,15.1,58.2,1.0
2004-04-03 03:00:00,0.9,66.0,3.8,64.5,78.5,1042.0,697.0,1056.0,1410.0,965.0,15.1,57.6,1.0
2004-04-03 04:00:00,0.8,57.0,3.0,60.0,74.0,986.0,651.0,1145.0,1380.0,891.0,14.5,58.0,0.9
2004-04-03 05:00:00,0.8,57.0,3.3,56.0,64.0,1005.0,673.0,1103.0,1387.0,905.0,13.7,61.6,1.0
2004-04-03 06:00:00,0.9,60.0,3.5,73.0,69.0,1041.0,683.0,1112.0,1398.0,899.0,13.9,59.6,0.9
2004-04-03 07:00:00,2.0,200.0,9.5,159.0,91.0,1272.0,959.0,846.0,1660.0,1136.0,13.3,61.7,0.9
2004-04-03 08:00:00,3.0,451.0,15.2,203.0,96.0,1436.0,1154.0,704.0,1872.0,1391.0,15.1,55.8,0.9
2004-04-03 09:00:00,3.1,422.0,14.3,211.0,106.0,1472.0,1126.0,720.0,1816.0,1460.0,17.0,50.5,1.0
2004-04-03 10:00:00,3.1,422.0,11.2,211.5,106.4,1418.0,1023.0,785.0,1720.0,1410.0,19.7,43.3,1.0
2004-04-03 11:00:00,3.1,422.1,11.4,212.0,106.7,1410.0,1030.0,781.0,1743.0,1372.0,20.7,41.7,1.0
2004-04-03 12:00:00,3.1,422.1,13.4,212.5,107.1,1438.0,1096.0,781.0,1779.0,1266.0,23.3,35.8,1.0
2004-04-03 13:00:00,3.1,422.2,10.6,213.0,107.5,1278.0,1000.0,866.0,1621.0,1014.0,23.8,30.5,0.9
2004-04-03 14:00:00,3.1,422.2,10.8,213.6,107.8,1257.0,1006.0,915.0,1573.0,870.0,24.8,27.0,0.8
2004-04-03 15:00:00,3.1,422.2,11.9,214.1,108.2,1331.0,1046.0,882.0,1635.0,905.0,25.0,27.5,0.9
2004-04-03 16:00:00,3.1,422.3,13.5,214.6,108.6,1361.0,1102.0,834.0,1704.0,991.0,25.8,26.5,0.9
2004-04-03 17:00:00,3.1,422.3,15.2,215.1,108.9,1398.0,1156.0,812.0,1722.0,1076.0,25.1,27.1,0.8
2004-04-03 18:00:00,3.1,422.4,17.1,215.6,109.3,1483.0,1213.0,764.0,1798.0,1249.0,23.7,28.6,0.8
2004-04-03 19:00:00,3.1,422.4,26.7,216.1,109.7,1672.0,1471.0,625.0,2153.0,1548.0,22.1,36.8,1.0
2004-04-03 20:00:00,3.1,422.4,14.2,216.6,110.0,1459.0,1124.0,736.0,1823.0,1300.0,19.9,47.5,1.1
2004-04-03 21:00:00,3.1,422.5,8.5,217.1,110.4,1268.0,918.0,873.0,1602.0,1029.0,18.7,50.4,1.1
2004-04-03 22:00:00,3.1,422.5,14.3,217.6,110.8,1469.0,1128.0,762.0,1870.0,1207.0,18.1,51.3,1.1
2004-04-03 23:00:00,3.1,422.6,9.3,218.1,111.1,1316.0,952.0,847.0,1644.0,1047.0,17.5,53.8,1.1
2004-04-04 00:00:00,3.1,422.6,7.8,218.7,111.5,1224.0,892.0,884.0,1580.0,923.0,16.7,56.5,1.1
2004-04-04 01:00:00,3.1,422.7,6.7,219.2,111.9,1215.0,843.0,929.0,1551.0,862.0,15.9,59.2,1.1
2004-04-04 02:00:00,3.1,422.7,5.4,219.7,112.2,1115.0,782.0,980.0,1500.0,752.0,15.2,62.4,1.1
2004-04-04 03:00:00,3.1,422.7,5.6,220.2,112.6,1124.0,793.0,965.0,1521.0,791.0,14.7,65.0,1.1
2004-04-04 04:00:00,3.1,422.8,3.5,220.7,113.0,1028.0,682.0,1090.0,1448.0,697.0,14.3,65.3,1.1
2004-04-04 05:00:00,3.1,422.8,3.0,221.2,113.3,1010.0,650.0,1171.0,1434.0,664.0,13.7,66.5,1.0
2004-04-04 06:00:00,3.1,422.9,4.4,221.7,113.7,1074.0,731.0,1020.0,1488.0,891.0,12.9,69.1,1.0
2004-04-04 07:00:00,3.1,422.9,3.5,222.2,114.1,1034.0,684.0,1110.0,1423.0,813.0,13.7,64.8,1.0
2004-04-04 08:00:00,3.1,422.9,4.2,222.7,114.4,1130.0,720.0,1063.0,1461.0,828.0,15.3,59.0,1.0
2004-04-04 09:00:00,3.1,423.0,8.0,223.2,114.8,1275.0,900.0,868.0,1634.0,1057.0,18.1,49.8,1.0
2004-04-04 10:00:00,3.1,423.0,9.0,223.8,115.2,1324.0,939.0,846.0,1658.0,1011.0,21.5,40.7,1.0
2004-04-04 11:00:00,3.1,423.1,8.1,224.3,115.6,1268.0,902.0,906.0,1589.0,932.0,23.3,37.1,1.0
2004-04-04 12:00:00,3.1,423.1,8.6,224.8,115.9,1272.0,924.0,895.0,1603.0,881.0,25.1,33.8,1.1
2004-04-04 13:00:00,3.1,423.1,7.1,225.3,116.3,1160.0,860.0,969.0,1531.0,646.0,25.6,32.1,1.0
2004-04-04 14:00:00,3.1,423.2,5.6,225.8,116.7,1136.0,792.0,1057.0,1476.0,536.0,25.8,31.1,1.0
2004-04-04 15:00:00,3.1,423.2,10.0,226.3,117.0,1296.0,977.0,863.0,1642.0,746.0,26.1,30.8,1.0
2004-04-04 16:00:00,3.1,423.3,10.5,226.8,117.4,1345.0,996.0,841.0,1678.0,833.0,24.4,36.0,1.1
2004-04-04 17:00:00,3.1,423.3,10.1,227.3,117.8,1296.0,983.0,845.0,1626.0,802.0,23.0,36.2,1.0
2004-04-04 18:00:00,3.1,423.3,10.0,227.8,118.1,1258.0,977.0,838.0,1636.0,838.0,22.1,39.3,1.0
2004-04-04 19:00:00,3.1,423.4,13.0,228.3,118.5,1420.0,1085.0,755.0,1756.0,1051.0,19.8,44.6,1.0
2004-04-04 20:00:00,3.1,423.4,10.5,228.9,118.9,1366.0,997.0,830.0,1673.0,1041.0,18.5,48.9,1.0
2004-04-04 21:00:00,3.1,423.5,5.2,229.4,119.2,1113.0,772.0,989.0,1493.0,646.0,16.6,56.1,1.0
2004-04-04 22:00:00,3.1,423.5,6.9,229.9,119.6,1196.0,853.0,909.0,1556.0,769.0,15.8,58.8,1.0
2004-04-04 23:00:00,3.1,423.6,6.4,230.4,120.0,1188.0,829.0,930.0,1540.0,785.0,15.3,60.8,1.1
2004-04-05 00:00:00,3.1,423.6,4.7,230.9,120.3,1102.0,750.0,1007.0,1470.0,613.0,14.7,64.4,1.1
2004-04-05 01:00:00,3.1,423.6,2.4,231.4,120.7,969.0,611.0,1239.0,1330.0,430.0,14.8,63.3,1.1
2004-04-05 02:00:00,3.1,423.7,2.2,231.9,121.1,983.0,600.0,1233.0,1375.0,485.0,15.0,61.5,1.0
2004-04-05 03:00:00,3.1,423.7,1.1,232.4,121.4,876.0,505.0,1436.8,1294.0,467.0,15.5,56.9,1.0
2004-04-05 04:00:00,3.1,423.8,0.9,232.9,121.8,884.0,489.0,1436.8,1278.0,436.0,16.0,54.0,1.0
2004-04-05 05:00:00,3.1,423.8,3.1,233.4,122.2,1024.0,658.0,1175.0,1417.0,682.0,13.5,63.9,1.0
2004-04-05 06:00:00,3.1,423.8,6.2,234.0,122.5,1126.0,822.0,945.0,1541.0,927.0,12.9,65.3,1.0
2004-04-05 07:00:00,3.1,423.9,13.2,234.5,122.9,1415.0,1089.0,767.0,1795.0,1192.0,13.4,62.5,1.0
2004-04-05 08:00:00,3.1,423.9,25.8,235.0,123.3,1631.0,1449.0,570.0,2299.0,1615.0,14.5,58.8,1.0
2004-04-05 09:00:00,3.1,424.0,18.2,235.5,123.6,1499.0,1247.0,647.0,1972.0,1505.0,15.3,56.7,1.0
2004-04-05 10:00:00,3.1,424.0,14.3,236.0,124.0,1461.0,1127.0,703.0,1836.0,1451.0,15.6,57.4,1.0
2004-04-05 11:00:00,3.0,339.0,13.7,228.0,121.0,1430.0,1107.0,713.0,1853.0,1409.0,16.6,55.2,1.0
2004-04-05 12:00:00,3.2,445.0,15.7,206.0,114.0,1498.0,1171.0,684.0,1942.0,1434.0,17.0,54.3,1.0
2004-04-05 13:00:00,3.1,535.0,15.4,188.0,114.0,1454.0,1162.0,682.0,1915.0,1457.0,18.0,51.5,1.1
2004-04-05 14:00:00,2.5,278.0,12.6,158.0,106.0,1402.0,1069.0,733.0,1793.0,1325.0,19.5,47.5,1.1
2004-04-05 15:00:00,2.1,256.0,9.8,124.0,89.0,1327.0,971.0,803.0,1705.0,1120.0,21.6,41.7,1.1
2004-04-05 16:00:00,2.0,245.0,9.6,98.0,82.0,1273.0,963.0,832.0,1662.0,931.0,22.2,38.3,1.0
2004-04-05 17:00:00,3.2,458.0,16.3,160.0,111.0,1457.0,1190.0,678.0,1877.0,1212.0,20.3,42.8,1.0
2004-04-05 18:00:00,4.1,642.0,19.8,194.0,132.0,1543.0,1290.0,631.0,2011.0,1353.0,19.7,45.4,1.0
2004-04-05 19:00:00,3.9,642.0,18.0,174.0,121.0,1499.0,1239.0,651.0,1957.0,1359.0,18.8,47.5,1.0
2004-04-05 20:00:00,3.1,436.0,13.6,157.0,116.0,1378.0,1102.0,742.0,1796.0,1273.0,17.9,49.4,1.0
2004-04-05 21:00:00,2.0,178.0,8.7,109.0,100.0,1243.0,928.0,852.0,1622.0,1079.0,17.5,50.9,1.0
2004-04-05 22:00:00,1.7,160.0,7.7,85.0,89.0,1196.0,885.0,884.0,1589.0,973.0,17.4,51.8,1.0
2004-04-05 23:00:00,1.6,177.0,7.3,90.0,92.0,1137.0,869.0,890.0,1554.0,951.0,17.0,53.9,1.0
2004-04-06 00:00:00,1.0,101.0,4.1,61.0,71.0,1015.0,718.0,1065.0,1428.0,714.0,16.6,55.4,1.0
2004-04-06 01:00:00,0.8,66.0,2.7,36.0,51.0,978.0,635.0,1188.0,1382.0,579.0,15.9,57.0,1.0
2004-04-06 02:00:00,0.5,40.0,1.5,25.0,39.0,933.0,547.0,1357.0,1336.0,542.0,15.0,59.2,1.0
2004-04-06 03:00:00,0.5,54.0,1.9,24.5,37.0,927.0,579.0,1267.0,1370.0,562.0,14.5,61.4,1.0
2004-04-06 04:00:00,0.5,39.0,1.8,24.0,35.0,908.0,569.0,1303.0,1360.0,526.0,14.1,61.6,1.0
2004-04-06 05:00:00,0.8,62.0,3.4,73.0,64.0,980.0,677.0,1141.0,1435.0,659.0,14.6,58.8,1.0
2004-04-06 06:00:00,1.7,120.0,8.5,164.0,94.0,1236.0,920.0,880.0,1641.0,1012.0,14.4,58.9,1.0
2004-04-06 07:00:00,4.5,599.0,24.1,329.0,134.0,1664.0,1407.0,594.0,2198.0,1564.0,15.3,55.2,1.0
2004-04-06 08:00:00,5.6,642.0,28.4,302.0,129.0,1672.0,1636.0,494.0,2344.5,1806.0,16.2,52.5,1.0
2004-04-06 09:00:00,4.4,642.0,22.0,256.0,125.0,1524.0,1350.0,588.0,2096.0,1604.0,18.4,46.3,1.0
2004-04-06 10:00:00,2.9,470.0,14.1,182.0,107.0,1329.0,1119.0,707.0,1823.0,1288.0,19.6,41.8,0.9
2004-04-06 11:00:00,1.6,169.0,7.6,105.0,78.0,1167.0,884.0,881.0,1580.0,931.0,20.2,40.1,0.9
2004-04-06 12:00:00,2.6,304.0,14.5,136.0,91.0,1369.0,1132.0,715.0,1818.0,1162.0,20.9,36.6,0.9
2004-04-06 13:00:00,2.9,405.0,13.6,167.0,116.0,1284.0,1103.0,755.0,1704.0,1064.0,20.4,34.7,0.8
2004-04-06 14:00:00,2.5,297.0,11.5,166.0,131.0,1221.0,1032.0,811.0,1630.0,913.0,19.3,35.4,0.8
2004-04-06 15:00:00,1.9,220.0,9.2,115.0,113.0,1096.0,947.0,872.0,1519.0,684.0,18.6,36.9,0.8
2004-04-06 16:00:00,1.9,226.0,10.3,109.0,98.0,1143.0,988.0,849.0,1590.0,710.0,18.8,36.8,0.8
2004-04-06 17:00:00,2.7,456.0,14.0,143.0,116.0,1251.0,1116.0,760.0,1716.0,923.0,17.5,40.6,0.8
2004-04-06 18:00:00,3.0,470.0,15.0,159.0,120.0,1268.0,1148.0,728.0,1776.0,1006.0,16.8,44.3,0.8
2004-04-06 19:00:00,3.3,503.0,15.1,181.0,126.0,1314.0,1150.0,726.0,1784.0,1083.0,16.3,47.7,0.9
2004-04-06 20:00:00,3.2,459.0,14.8,178.0,126.0,1315.0,1142.0,724.0,1807.0,1161.0,15.6,50.7,0.9
2004-04-06 21:00:00,1.8,227.0,8.5,91.0,90.0,1095.0,918.0,896.0,1527.0,800.0,15.7,49.4,0.9
2004-04-06 22:00:00,1.3,152.0,5.9,76.0,81.0,1027.0,808.0,996.0,1458.0,647.0,15.8,48.6,0.9
2004-04-06 23:00:00,1.1,94.0,4.8,66.0,74.0,1012.0,752.0,1053.0,1393.0,649.0,15.7,47.0,0.8
2004-04-07 00:00:00,0.9,93.0,4.0,56.0,67.0,948.0,710.0,1127.0,1352.0,575.0,15.7,45.9,0.8
2004-04-07 01:00:00,0.7,49.0,2.3,35.0,46.0,889.0,603.0,1308.0,1271.0,455.0,15.6,44.9,0.8
2004-04-07 02:00:00,0.4,30.0,1.4,21.0,30.0,830.0,538.0,1436.8,1214.0,392.0,15.6,44.4,0.8
2004-04-07 03:00:00,0.3,30.0,0.7,16.5,24.5,801.0,464.0,1436.8,1154.0,340.0,16.1,42.4,0.8
2004-04-07 04:00:00,0.3,30.0,0.7,12.0,19.0,804.0,468.0,1436.8,1166.0,320.0,15.7,45.4,0.8
2004-04-07 05:00:00,0.3,32.0,0.8,22.0,32.0,824.0,478.0,1436.8,1200.0,331.0,15.3,50.1,0.9
2004-04-07 06:00:00,0.8,59.0,3.6,55.0,61.0,1000.0,688.0,1257.0,1398.0,426.0,14.2,58.6,0.9
2004-04-07 07:00:00,2.8,277.0,12.9,152.0,111.0,1307.0,1082.0,777.0,1769.0,830.0,14.3,58.2,0.9
2004-04-07 08:00:00,3.1,454.0,15.7,153.0,102.0,1286.0,1171.0,716.0,1821.0,1006.0,15.0,52.0,0.9
2004-04-07 09:00:00,2.3,211.0,8.6,152.0,116.0,1150.0,925.0,865.0,1576.0,820.0,13.6,61.4,1.0
2004-04-07 10:00:00,1.6,196.0,7.4,112.0,96.0,1087.0,876.0,911.0,1554.0,737.0,16.1,53.1,1.0
2004-04-07 11:00:00,1.5,110.0,6.6,119.0,97.0,1016.0,839.0,991.0,1448.0,790.0,16.6,44.3,0.8
2004-04-07 12:00:00,1.6,164.0,7.8,122.0,110.0,1029.0,892.0,937.0,1474.0,760.0,17.4,40.3,0.8
2004-04-07 13:00:00,1.8,151.0,9.1,115.0,103.0,1109.0,943.0,883.0,1604.0,767.0,18.1,42.2,0.9
2004-04-07 14:00:00,1.4,112.0,6.1,84.0,79.0,997.0,817.0,1030.0,1426.0,626.0,14.4,51.8,0.8
2004-04-07 15:00:00,1.9,117.0,7.5,146.0,104.0,1177.0,880.0,927.0,1552.0,776.0,10.9,76.4,1.0
2004-04-07 16:00:00,1.2,120.0,5.9,65.0,69.0,1045.0,808.0,1038.0,1421.0,589.0,16.4,47.7,0.9
2004-04-07 17:00:00,2.3,251.0,12.7,120.0,96.0,1171.0,1073.0,847.0,1623.0,872.0,18.0,37.1,0.8
2004-04-07 18:00:00,3.3,435.0,13.5,185.0,121.0,1221.0,1101.0,799.0,1700.0,996.0,14.7,48.7,0.8
2004-04-07 19:00:00,3.1,345.0,14.5,157.0,129.0,1262.0,1133.0,774.0,1748.0,1033.0,11.3,71.3,1.0
2004-04-07 20:00:00,3.3,343.0,11.0,174.0,116.0,1207.0,1013.0,876.0,1632.0,982.0,10.0,74.0,0.9
2004-04-07 21:00:00,1.2,62.0,3.2,62.0,71.0,956.0,666.0,1235.0,1282.0,518.0,9.8,71.8,0.9
2004-04-07 22:00:00,1.3,70.0,4.3,81.0,85.0,1020.0,727.0,1153.0,1391.0,631.0,9.3,75.2,0.9
2004-04-07 23:00:00,1.9,114.0,7.1,118.0,101.0,1107.0,861.0,957.0,1510.0,879.0,9.6,76.0,0.9
2004-04-08 00:00:00,1.4,88.0,4.8,95.0,97.0,1020.0,752.0,1074.0,1398.0,839.0,9.3,75.0,0.9
2004-04-08 01:00:00,1.5,95.0,5.7,84.0,89.0,1051.0,798.0,1016.0,1455.0,876.0,9.0,76.7,0.9
2004-04-08 02:00:00,1.1,83.0,4.1,56.0,72.0,965.0,716.0,1087.0,1383.0,827.0,8.2,79.6,0.9
2004-04-08 03:00:00,0.8,63.0,3.3,49.5,64.5,890.0,672.0,1183.0,1338.0,781.0,7.6,80.6,0.8
2004-04-08 04:00:00,0.8,38.0,1.8,43.0,57.0,823.0,568.0,1366.0,1263.0,699.0,8.3,75.6,0.8
2004-04-08 05:00:00,0.8,68.0,2.8,69.0,62.0,869.0,642.0,1291.0,1288.0,723.0,8.1,72.1,0.8
2004-04-08 06:00:00,1.1,59.0,4.8,74.0,64.0,939.0,754.0,1169.0,1384.0,797.0,8.1,70.4,0.8
2004-04-08 07:00:00,2.6,226.0,13.8,161.0,80.0,1274.0,1109.0,820.0,1723.0,1138.0,8.1,70.5,0.8
2004-04-08 08:00:00,5.1,642.0,27.1,308.0,118.0,1512.0,1482.0,596.0,2189.0,1605.0,9.9,64.3,0.8
2004-04-08 09:00:00,4.2,585.0,19.1,300.0,130.0,1435.0,1271.0,676.0,1885.0,1569.0,13.0,54.2,0.8
2004-04-08 10:00:00,2.6,324.0,11.7,189.0,113.0,1207.0,1041.0,813.0,1620.0,1319.0,16.5,42.6,0.8
2004-04-08 11:00:00,2.4,308.0,12.7,164.0,112.0,1223.0,1075.0,818.0,1678.0,1198.0,19.3,34.2,0.8
2004-04-08 12:00:00,2.1,238.0,11.3,122.0,96.0,1121.0,1026.0,865.0,1541.0,958.0,21.5,27.4,0.7
2004-04-08 13:00:00,2.6,301.0,14.2,166.0,125.0,1176.0,1123.0,816.0,1609.0,1068.0,20.4,26.7,0.6
2004-04-08 14:00:00,2.8,294.0,13.9,181.0,128.0,1144.0,1114.0,845.0,1551.0,1010.0,20.6,22.6,0.5
2004-04-08 15:00:00,2.5,353.0,13.2,127.0,101.0,1136.0,1089.0,856.0,1552.0,928.0,20.6,24.8,0.6
2004-04-08 16:00:00,1.9,209.0,10.7,106.0,95.0,1085.0,1004.0,888.0,1454.0,816.0,21.0,25.4,0.6
2004-04-08 17:00:00,3.6,538.0,19.7,192.0,138.0,1297.0,1287.0,723.0,1798.0,1216.0,21.5,24.5,0.6
2004-04-08 18:00:00,4.6,642.0,24.0,241.0,154.0,1408.0,1404.0,646.0,1972.0,1463.0,19.3,28.6,0.6
2004-04-08 19:00:00,5.6,642.0,28.4,326.0,171.0,1618.0,1530.0,579.0,2167.0,1791.0,18.0,32.9,0.7
2004-04-08 20:00:00,4.3,544.0,15.8,232.0,136.0,1319.0,1172.0,746.0,1699.0,1425.0,15.8,39.8,0.7
2004-04-08 21:00:00,1.6,138.0,7.0,92.0,93.0,1045.0,857.0,968.0,1410.0,922.0,15.3,41.5,0.7
2004-04-08 22:00:00,1.4,92.0,6.3,95.0,99.0,1058.0,824.0,993.0,1411.0,971.0,14.1,46.0,0.7
2004-04-08 23:00:00,2.0,137.0,6.4,129.0,106.0,1062.7,827.7,987.9,1417.0,978.2,14.0,46.9,0.7
2004-04-09 00:00:00,2.4,189.0,6.5,154.0,109.0,1067.4,831.4,982.8,1422.9,985.4,13.9,47.8,0.8
2004-04-09 01:00:00,1.8,159.0,6.6,118.0,97.0,1072.2,835.2,977.8,1428.9,992.6,13.8,48.6,0.8
2004-04-09 02:00:00,1.0,80.0,6.6,69.0,83.0,1076.9,838.9,972.7,1434.8,999.8,13.8,49.5,0.8
2004-04-09 03:00:00,1.0,66.0,6.7,83.0,81.0,1081.6,842.6,967.6,1440.8,1007.0,13.7,50.4,0.8
2004-04-09 04:00:00,1.0,87.0,6.8,97.0,79.0,1086.3,846.3,962.5,1446.8,1014.2,13.6,51.3,0.8
2004-04-09 05:00:00,0.9,79.0,6.9,145.0,84.0,1091.0,850.0,957.4,1452.7,1021.4,13.5,52.1,0.8
2004-04-09 06:00:00,1.5,150.0,7.0,169.0,86.0,1095.8,853.8,952.4,1458.7,1028.6,13.4,53.0,0.8
2004-04-09 07:00:00,2.6,196.0,7.1,250.0,111.0,1100.5,857.5,947.3,1464.6,1035.8,13.3,53.9,0.8
2004-04-09 08:00:00,2.9,299.0,7.1,215.0,117.0,1105.2,861.2,942.2,1470.6,1043.0,13.3,54.8,0.8
2004-04-09 09:00:00,2.7,254.0,7.2,237.0,122.0,1109.9,864.9,937.1,1476.6,1050.2,13.2,55.6,0.8
2004-04-09 10:00:00,2.4,226.0,7.3,190.0,119.0,1114.6,868.6,932.0,1482.5,1057.4,13.1,56.5,0.8
2004-04-09 11:00:00,2.6,262.0,7.4,219.0,121.0,1119.4,872.4,927.0,1488.5,1064.6,13.0,57.4,0.8
2004-04-09 12:00:00,4.1,505.0,7.5,294.0,127.0,1124.1,876.1,921.9,1494.4,1071.8,12.9,58.3,0.9
2004-04-09 13:00:00,4.3,512.0,7.6,253.0,135.0,1128.8,879.8,916.8,1500.4,1079.0,12.8,59.1,0.9
2004-04-09 14:00:00,2.2,159.0,7.6,176.0,119.0,1133.5,883.5,911.7,1506.4,1086.2,12.8,60.0,0.9
2004-04-09 15:00:00,3.4,337.0,7.7,243.0,137.0,1138.2,887.2,906.6,1512.3,1093.4,12.7,60.9,0.9
